UNITID,Instruction,Research and Public Service,"Academic and Institutional Support, and Student Services",Total Expenses,Year
161688,8049969,28240,7978286,20243712,2001
161767,29938320,0,19706260,58101637,2001
161864,23931799,0,13581359,54216001,2001
161873,21038026,4465575,20039217,52395279,2001
162007,17248404,2744646,17843219,48899994,2001
162104,5632313,725165,3610390,12322300,2001
162122,12286394,0,12829057,32204160,2001
162168,6378809,75023,4991586,14144806,2001
162283,12734032,10000,16733990,38922984,2001
162557,13105331,0,7905930,25037200,2001
162584,22249703,2585036,16811113,54288915,2001
162609,2807029,106269,3197874,7669742,2001
162690,7313742,389960,6731472,17312397,2001
162706,10033003,0,10442606,29259043,2001
162779,17159715,448294,9138742,36061150,2001
163161,145000,5800,19000,297800,2001
163204,31841642,8770199,54488291,108889234,2001
163259,158661087,155990886,71792375,442642623,2001
163268,66516125,55354761,41861003,203933317,2001
163286,269591875,289530162,176252113,861873660,2001
163338,17172877,7275400,13000458,51521311,2001
163426,55399478,0,53108110,136445866,2001
163453,29900135,19142957,28002966,105631492,2001
163657,23574875,0,24573080,62239803,2001
163851,24328066,3726600,20519929,60486449,2001
163912,12165800,1037478,13351925,31575331,2001
164076,56685018,16607082,53689378,163996533,2001
164146,0,0,16672408,20389872,2001
164155,88446372,4188659,111189359,254647781,2001
164313,4551259,0,4583018,12856093,2001
164775,9934983,0,7115356,21514645,2001
165024,26340869,459294,28799394,72326531,2001
165033,16295157,12590,13140900,38425300,2001
165112,16252182,0,16367474,44957145,2001
165194,10558367,468392,8416763,24800435,2001
165608,204003,0,65918,330929,2001
165820,19394343,625258,17913989,50496957,2001
165866,16397671,13294,15791353,42298374,2001
165981,6687352,466437,7255249,19366935,2001
166133,17484889,110301,12513056,37864102,2001
166513,52153000,28962000,38804000,160330000,2001
166629,182534000,93903000,126914000,514670079,2001
166638,71200000,20634000,51341000,179432000,2001
166647,11299915,0,13406962,33963348,2001
166665,9213000,3914000,29977000,44629000,2001
166674,10628297,546703,10457813,28974034,2001
166692,6292135,0,9591691,19877005,2001
166708,34980098,176936608,37833762,290151438,2001
166823,18285224,520913,14507686,40834807,2001
166887,16611090,2986869,18573922,46554914,2001
166957,10112983,360011,11525396,27539376,2001
167288,7501899,10636,11295320,24087951,2001
167312,18061028,261843,18356266,46256514,2001
167376,14169019,298913,15161952,38722417,2001
167525,9703143,0,4794968,18006108,2001
167534,14534273,0,11911250,35146380,2001
167631,9307673,1502055,6938103,25680928,2001
167729,30158952,416195,26780284,74853684,2001
167871,841219,0,178164,1212773,2001
167905,20162556,0,19013132,53781035,2001
167987,37759000,15176000,33277000,114763560,2001
168263,16987303,350314,14489371,40833400,2001
168430,18729370,365207,13370737,42554008,2001
168607,5116179,288178,5162431,13901390,2001
168883,5093471,117595,4835742,13053147,2001
169248,97081509,16790247,54275055,217082805,2001
169275,21736132,652569,24056393,58780250,2001
169521,31052387,2887738,19885256,67565737,2001
169798,76516740,17144838,69075761,209923085,2001
169910,54344382,682957,51985496,141299063,2001
169974,3382714,0,4639931,10972405,2001
169992,3268146,67469,2560996,8094803,2001
170055,33171492,2449253,25120720,74974503,2001
170082,71048197,12214745,42778770,178562406,2001
170240,31456237,0,23478807,67845394,2001
170444,11997693,1431779,8065122,29248686,2001
170541,16090896,2088398,13791452,41710144,2001
170550,11795031,1483751,15079774,35967271,2001
170587,3718094,213987,5463287,11653062,2001
170620,6276506,160815,10968713,22878186,2001
170639,12196789,889988,9303864,30241545,2001
170657,32811086,598633,35950505,90477244,2001
170790,36775955,642556,30372441,96855760,2001
170976,523392007,482008325,306204682,1902432709,2001
171100,354241847,349703649,163698723,1067017567,2001
171128,52838000,26748000,29601000,136522000,2001
171137,30367889,3464487,22949015,74862625,2001
171146,22278871,5850108,14902201,57710632,2001
171155,4197172,336594,4460124,12777713,2001
171225,7410190,157372,7361442,19612620,2001
171234,4064709,114377,3760793,10541642,2001
171304,10035607,253178,8285873,24727309,2001
171395,3996419,0,4144636,11249279,2001
171456,33758607,9396806,32963977,103047244,2001
171483,11603593,874280,18596377,36843693,2001
171535,45613791,678538,45594722,136011115,2001
171571,56463000,8171000,39386000,131078000,2001
172051,22798544,1702255,22662585,68585477,2001
172200,18086127,1670172,21586800,55546870,2001
172291,8241211,22508,10355547,26327401,2001
172307,6695640,564524,5385000,17854679,2001
172422,316955,0,1024497,3095147,2001
172617,26683977,431903,27754048,69156691,2001
172635,21158631,180563,27335806,60870858,2001
172644,224693934,161003524,144566616,625352091,2001
172671,3144173,638582,4793330,11923294,2001
172699,110860421,23672699,91675439,295349265,2001
172918,10023802,52446,7582252,22357327,2001
172954,9615921,56893,5821733,17469964,2001
172963,10948704,129878,9596501,26037591,2001
173063,9978477,5155,7295579,22218976,2001
173115,17605210,0,13428719,41725613,2001
173124,16981969,516263,19138067,48658204,2001
173203,10750732,458912,9291995,27196935,2001
173416,11027575,1551105,7096297,23584504,2001
173461,10828520,316704,7128459,23388059,2001
173559,3417430,51043,4242175,9928928,2001
173638,10326108,155286,9116692,24591209,2001
173708,17160592,84141,12756780,37859948,2001
173735,7519292,558332,5099594,17136207,2001
173799,8360987,212490,7826050,19154951,2001
173805,3705243,105906,3719597,9722750,2001
173911,12235189,406413,7308476,24147987,2001
173920,42297327,1665052,43662171,109655788,2001
173993,4544206,38176,4259355,11339706,2001
174020,11452526,311100,15162018,34530982,2001
174066,521185665,495992925,358113447,1626139443,2001
174075,4311737,753978,5882341,15929484,2001
174136,19584448,0,16288045,47380156,2001
174233,38739247,15765292,27711333,102970146,2001
174251,9443724,657217,9929281,27072439,2001
174358,25462851,1682986,20904604,61807922,2001
174376,10303381,144956,9249726,24155922,2001
174428,15709791,130408,12602114,35170485,2001
174473,6590591,67674,4798906,15481549,2001
174570,2595572,1336102,2749676,7567423,2001
174604,1588200,162009,2448434,5167075,2001
174659,5159934,0,5584242,13425565,2001
174738,11736389,1144403,12034762,31810715,2001
174756,10013266,477962,6187744,20618376,2001
174783,55288555,2227221,43512362,124678713,2001
175041,13250152,19336,8496712,27344693,2001
175078,11656028,1013380,14386716,34110000,2001
175157,2293874,44477,3026109,6727528,2001
175175,11027575,1551105,7096297,23584504,2001
175236,14373273,102464,10440563,31867438,2001
175272,24736289,2511064,27629462,68894643,2001
175315,16414262,205330,15326595,39221086,2001
175342,18762156,10829272,11286138,54103471,2001
175519,1319130,0,1880164,5030322,2001
175573,9779597,338895,5577796,21593888,2001
175616,16185736,3411862,11828921,41930736,2001
175643,6663766,680221,3779719,16698458,2001
175652,9491891,0,4007448,19932402,2001
175786,43748741,0,20587223,86809846,2001
175810,10067112,0,4824224,21591419,2001
175829,13436198,0,5328873,27042091,2001
175856,33409816,20739988,29291696,116831203,2001
175883,16097540,0,6056287,34217186,2001
175935,8145780,0,6252796,20603596,2001
175999,0,897410,23834716,47706697,2001
176008,10753240,0,4075228,25153294,2001
176017,73184050,46284234,46235211,214026795,2001
176026,86851963,18226447,29245548,168229313,2001
176035,10071877,319296,11438622,32262365,2001
176044,10965560,4341496,9847339,38048722,2001
176071,27531648,0,14134206,55889107,2001
176080,63803824,193766816,55601064,376366239,2001
176169,9432684,2224111,4544410,23214944,2001
176178,15081237,0,6994856,33266398,2001
176239,11567746,0,5300317,24287485,2001
176354,5861760,0,2994611,13000104,2001
176372,71380398,39997578,42829860,198271877,2001
176734,189993,0,18754,280786,2001
176798,356611,0,24150,718434,2001
176965,54681691,2394703,30173868,110278902,2001
176983,1632612,0,0,2345460,2001
177056,1886258,0,532022,2672104,2001
177135,6037038,269367,1824051,10952041,2001
177250,7269990,17848,4384154,15229756,2001
177436,1950000,0,93000,2095600,2001
177472,13900283,424551,7952084,33300720,2001
177551,5998108,1019779,6846321,18429691,2001
177676,10045572,38002,6258355,21531786,2001
177807,111200,1000,99500,275114,2001
177870,14921140,0,10225623,27244875,2001
177889,0,0,0,86478,2001
177931,13107,0,4223,122373,2001
177940,11605608,7040717,11563251,37772611,2001
177977,5801371,182000,3184388,13005415,2001
177995,16934956,424551,8862284,39683665,2001
178129,38862033,1534059,36735583,106079776,2001
178217,8560454,0,4978717,18726657,2001
178341,18947286,700852,11272765,43558736,2001
178387,23300488,120670,9570791,43544922,2001
178396,217714999,180798749,107895519,614024785,2001
178402,95723874,30185254,52015176,217744202,2001
178411,41929318,23473041,21946966,112386239,2001
178420,63183055,19760148,29192138,136697879,2001
178439,437895,69157348,27417414,108640965,2001
178448,3824634,271024,3680060,14188732,2001
178457,1371,0,0,16748,2001
178466,1803464,0,545312,2658673,2001
178563,380696,0,89000,631135,2001
178606,927764,0,82753,1315139,2001
178615,41010122,1963861,21330019,79505443,2001
178624,32181372,1438774,15194112,67817610,2001
178828,62384,0,19240,121682,2001
179052,3014642,0,417871,4409059,2001
179238,457677,0,251052,833493,2001
179283,83698105,0,54374612,167507738,2001
179344,2367520,458804,3451036,8901166,2001
179539,8327629,336071,4530550,19396047,2001
179557,38001856,7476350,25320251,99557377,2001
179566,70622743,9667580,46828519,163166447,2001
179645,3981150,0,3971215,12614741,2001
179715,2996730,0,1592703,7773788,2001
179724,1257363,0,221441,2012672,2001
179742,65467838,174751055,122599215,532524514,2001
180151,1654147,0,1873946,4588793,2001
180179,15584689,2220302,9582530,37366798,2001
180197,3144015,814108,3581881,9667429,2001
180203,1820695,159127,1350818,4596399,2001
180212,841427,0,3969926,7254242,2001
180249,2695624,23458,1449939,6392114,2001
180276,2662281,0,1291343,5522568,2001
180328,828305,106800,2951184,5176950,2001
180373,1518250,38636,1822366,4651344,2001
180416,8761882,4904464,5004188,24355911,2001
180461,45893344,83260245,41559524,196576573,2001
180470,0,0,10967133,23075707,2001
180489,52619672,33789021,35431571,148573317,2001
180522,6698827,148872,5205087,16635104,2001
180692,5087208,779301,3097053,12067736,2001
180902,12578986,0,12543652,31175356,2001
180948,8507313,452108,6941657,21107259,2001
181215,25245507,1950650,13021151,52649266,2001
181303,20072899,0,23480093,52083192,2001
181312,5406190,0,4822851,14106714,2001
181394,50632717,9526168,25744200,111683411,2001
181428,97849332,50992711,30262596,196949943,2001
181464,123450183,153415690,78361480,425881103,2001
181491,10347989,0,6970294,24214215,2001
181534,3979482,203049,5003130,12119248,2001
181640,23694801,0,11396086,42442322,2001
181747,0,965955,8294745,16678298,2001
181765,1728980,0,732908,3312864,2001
181783,10670602,143111,8732359,25133053,2001
181817,4736351,0,6517768,14747699,2001
182005,49100000,1898000,22274000,89546000,2001
182281,83054000,29610000,63723000,211088000,2001
182290,114193832,86485684,54281669,290568268,2001
182306,8341764,214918,5168798,17016411,2001
182500,17867000,0,12440000,36928000,2001
182519,2000,2950000,20885000,24534000,2001
182564,9913000,0,5763000,19573000,2001
183044,77326416,90731031,48082267,282383123,2001
183062,19016024,989313,14734403,46851050,2001
183080,16567517,1318561,11986428,41352128,2001
183099,5992362,9687,6544241,14855075,2001
183105,4448733,35452,4156704,10288560,2001
183132,5796842,5144,6151849,14268561,2001
183141,4285704,7877,4810193,10788002,2001
183257,2845216,938993,5153899,10773442,2001
183327,0,0,10441333,9534474,2001
183655,10331948,234097,12746149,31253721,2001
183743,27114936,182220,21818148,65565304,2001
183859,25562097,1769068,25434719,65858381,2001
183877,8854519,899660,11870320,27452496,2001
183938,18372991,39132,21871320,56702906,2001
183983,337826,0,418847,807724,2001
184180,18557141,963475,13803160,43026494,2001
184205,5830370,0,5937758,17394920,2001
184481,19477628,4119697,16481526,55454597,2001
184782,44031360,4018548,39240235,119922959,2001
184791,10735061,277638,9238220,25523277,2001
184995,9284161,0,11027618,27779888,2001
185129,30362810,4024712,34778211,93380951,2001
185262,51999412,1907655,32489970,119462063,2001
185509,18062820,3599225,13642411,43233927,2001
185536,25105229,6454401,17076736,61930535,2001
185590,48966392,7932362,46745005,143628203,2001
185828,51094000,45409000,42404000,183467000,2001
185873,12761805,60069,14949667,35570027,2001
186034,11667498,1502032,8798125,29883868,2001
186201,20860000,0,18564000,54912000,2001
186362,401752000,194951000,232094000,1080449000,2001
186469,2759049,6641,3214800,7983701,2001
186645,10051459,1073062,10542532,26251131,2001
186876,24065272,3024048,20501757,71006596,2001
187046,0,796592,17849491,19216436,2001
187134,36836000,4435000,28349000,111023000,2001
187198,20381218,2176505,16310212,53183699,2001
187222,153675000,290259000,104788000,632820000,2001
187444,41234180,1161909,38941711,106835030,2001
187532,32483654,646376,24955997,80040051,2001
187620,10280084,230104,5686665,20974642,2001
187639,6784042,1169290,4102330,16431545,2001
187648,13143457,6485239,11516548,43873914,2001
187666,11120497,1045432,4584934,23007508,2001
187745,1547,1469331,4064794,7617422,2001
187897,16768996,12409714,9439863,48021786,2001
187903,6551617,812788,6898671,22123669,2001
187912,3208316,0,1860058,8009461,2001
187958,5968541,828139,3622509,10937343,2001
187967,11402164,32126352,6675169,61058596,2001
187976,1957053,222725,1428916,3682764,2001
187985,142816521,288854837,72149210,543247988,2001
187994,4146324,157843,2297353,8884738,2001
188003,2672231,906726,1687890,7212306,2001
188021,1301938,318291,1046185,3773185,2001
188030,72108810,114457094,37880256,274133782,2001
188049,3035429,1362228,2286218,6769612,2001
188058,5287960,344427,3762985,13654007,2001
188100,14344092,6564234,8185425,42733128,2001
188137,9262801,6173478,6514689,26491788,2001
188216,1161100,306654,1478262,4025459,2001
188225,763716,545406,1490410,3064077,2001
188261,1054468,306654,1371579,3723108,2001
188304,8534299,1615300,5664506,22575333,2001
188438,8229181,0,6398769,19557202,2001
189547,17665795,579667,11689796,40083211,2001
189839,10609950,208757,6425439,22689891,2001
190035,87083000,53592567,174762391,336055906,2001
190053,4170025,0,3547287,11161063,2001
190169,4652537,78984,5437891,13546047,2001
190433,105150841,223628427,98282920,528225766,2001
190442,13018324,0,8088382,32434631,2001
190512,49226000,9256422,30619244,142616666,2001
190521,37980000,3956596,26812673,107846269,2001
190530,23375000,7776774,22299945,79385719,2001
190549,55504000,8949147,37587284,141097431,2001
190558,36276000,3984979,27121868,94781847,2001
190567,67434000,23364942,37134759,167686701,2001
190576,44753000,6184088,30626063,92576151,2001
190585,16229000,2611261,15620627,48546888,2001
190594,60486000,22644011,43342149,171165160,2001
190600,27075000,5292194,24866548,88239742,2001
190619,32672000,2466278,23782174,87380452,2001
190628,38232000,9677321,29968787,103129108,2001
190637,30871000,10569244,24261647,94488891,2001
190646,16938000,3329825,16742843,51383668,2001
190655,34960000,7361728,28680867,106313595,2001
190664,53842000,11005598,36515608,137735206,2001
190673,33137000,1695037,17425324,74338361,2001
190682,10842000,10111,1565994,12445105,2001
190691,19713000,3815800,13675180,55657980,2001
190840,14604707,173333,13956003,38060627,2001
191083,34721936,0,21561979,77944552,2001
191126,42269949,0,42120079,105132838,2001
191199,13014523,69670,8291360,28101985,2001
